family,designation,source_row_id,source_edition,A,d,W
L,L2X2,15671,ASD5,0.71,–,2.44
L,L2X2,15672,ASD5,0.48,–,1.65
L,L2X2,14978,ASD6,1.36,–,4.7
L,L2X2,14979,ASD6,1.15,–,3.92
L,L2X2,14980,ASD6,0.94,–,3.19
L,L2X2,14981,ASD6,0.71,–,2.44
L,L2X2,14982,ASD6,0.48,–,1.65
L,L3-1/2X2-1/2X1/2,4579,13th,2.75,3.50,9.40
L,L3-1/2X2-1/2X1/2,2594,14th,2.77,2.50,9.40
L,L3-1/2X2-1/2X1/2,523,15th,2.77,2.50,9.40
L,L3-1/2X2-1/2X1/2,8450,LRFD2,2.7500,3.5000,9.4000
L,L3-1/2X2-1/2X1/2,6535,LRFD3,2.76,3.5,9.41
L,L3-1/2X2-1/2X1/4,4582,13th,1.44,3.50,4.90
L,L3-1/2X2-1/2X1/4,2597,14th,1.45,2.50,4.90
L,L3-1/2X2-1/2X1/4,526,15th,1.45,2.50,4.90
L,L3-1/2X2-1/2X1/4,8452,LRFD2,1.4400,3.5000,4.9000
L,L3-1/2X2-1/2X1/4,6538,LRFD3,1.45,3.5,4.94
L,L3-1/2X2-1/2X3/8,4580,13th,2.11,3.50,7.20
L,L3-1/2X2-1/2X3/8,2595,14th,2.12,2.50,7.20
L,L3-1/2X2-1/2X3/8,524,15th,2.12,2.50,7.20
L,L3-1/2X2-1/2X3/8,8451,LRFD2,2.1100,3.5000,7.2000
L,L3-1/2X2-1/2X3/8,6536,LRFD3,2.12,3.5,7.23
L,L3-1/2X2-1/2X5/16,4581,13th,1.78,3.50,6.10
L,L3-1/2X2-1/2X5/16,2596,14th,1.79,2.50,6.10
L,L3-1/2X2-1/2X5/16,525,15th,1.79,2.50,6.10
L,L3-1/2X2-1/2X5/16,6537,LRFD3,1.79,3.5,6.1
L,L3-1/2X3X1/2,4574,13th,3.00,3.50,10.2
L,L3-1/2X3X1/2,2589,14th,3.02,3.00,10.2
L,L3-1/2X3X1/2,518,15th,3.02,3.00,10.2
L,L3-1/2X3X1/2,8446,LRFD2,3.0000,3.5000,10.2000
L,L3-1/2X3X1/2,6530,LRFD3,3.02,3.5,10.3
L,L3-1/2X3X1/4,4578,13th,1.56,3.50,5.40
L,L3-1/2X3X1/4,2593,14th,1.58,3.00,5.40
L,L3-1/2X3X1/4,522,15th,1.58,3.00,5.40
L,L3-1/2X3X1/4,8449,LRFD2,1.5600,3.5000,5.4000
L,L3-1/2X3X1/4,6534,LRFD3,1.58,3.5,5.38
L,L3-1/2X3X3/8,4576,13th,2.30,3.50,7.90
L,L3-1/2X3X3/8,2591,14th,2.32,3.00,7.90
L,L3-1/2X3X3/8,520,15th,2.32,3.00,7.90
L,L3-1/2X3X3/8,8447,LRFD2,2.3000,3.5000,7.9000
L,L3-1/2X3X3/8,6532,LRFD3,2.32,3.5,7.88
L,L3-1/2X3X5/16,4577,13th,1.93,3.50,6.60
L,L3-1/2X3X5/16,2592,14th,1.95,3.00,6.60
L,L3-1/2X3X5/16,521,15th,1.95,3.00,6.60
L,L3-1/2X3X5/16,8448,LRFD2,1.9300,3.5000,6.6000
L,L3-1/2X3X5/16,6533,LRFD3,1.95,3.5,6.65
L,L3-1/2X3X7/16,4575,13th,2.65,3.50,9.10
L,L3-1/2X3X7/16,2590,14th,2.67,3.00,9.10
L,L3-1/2X3X7/16,519,15th,2.67,3.00,9.10
L,L3-1/2X3X7/16,6531,LRFD3,2.67,3.5,9.09
L,L3.5X3.5,15652,ASD5,3.25,–,11.1
L,L3.5X3.5,15653,ASD5,2.87,–,9.8
L,L3.5X3.5,15654,ASD5,2.48,–,8.5
L,L3.5X3.5,15655,ASD5,2.09,–,7.2
L,L3.5X3.5,15656,ASD5,1.69,–,5.8
L,L3.5X3.5,14962,ASD6,3.25,–,11.1
L,L3.5X3.5,14963,ASD6,2.87,–,9.8
L,L3.5X3.5,14964,ASD6,2.48,–,8.5
L,L3.5X3.5,14965,ASD6,2.09,–,7.2
L,L3.5X3.5,14966,ASD6,1.69,–,5.8
L,L3X2-1/2X1/2,4589,13th,2.50,3.00,8.50
L,L3X2-1/2X1/2,2604,14th,2.50,2.50,8.50
L,L3X2-1/2X1/2,533,15th,2.50,2.50,8.50
L,L3X2-1/2X1/2,8459,LRFD2,2.5000,3.0000,8.5000
L,L3X2-1/2X1/2,6545,LRFD3,2.51,3,8.53
L,L3X2-1/2X1/4,4593,13th,1.31,3.00,4.50
L,L3X2-1/2X1/4,2608,14th,1.32,2.50,4.50
L,L3X2-1/2X1/4,537,15th,1.32,2.50,4.50
L,L3X2-1/2X1/4,8462,LRFD2,1.3100,3.0000,4.5000
L,L3X2-1/2X1/4,6549,LRFD3,1.32,3,4.49
L,L3X2-1/2X3/16,4594,13th,0.996,3.00,3.39
L,L3X2-1/2X3/16,2609,14th,1.00,2.50,3.39
L,L3X2-1/2X3/16,538,15th,1.00,2.50,3.39
L,L3X2-1/2X3/16,8463,LRFD2,0.9960,3.0000,3.3900
L,L3X2-1/2X3/16,6550,LRFD3,1,3,3.41
L,L3X2-1/2X3/8,4591,13th,1.92,3.00,6.60
L,L3X2-1/2X3/8,2606,14th,1.93,2.50,6.60
L,L3X2-1/2X3/8,535,15th,1.93,2.50,6.60
L,L3X2-1/2X3/8,8460,LRFD2,1.9200,3.0000,6.6000
L,L3X2-1/2X3/8,6547,LRFD3,1.93,3,6.56
L,L3X2-1/2X5/16,4592,13th,1.62,3.00,5.60
L,L3X2-1/2X5/16,2607,14th,1.63,2.50,5.60
L,L3X2-1/2X5/16,536,15th,1.63,2.50,5.60
L,L3X2-1/2X5/16,8461,LRFD2,1.6200,3.0000,5.6000
L,L3X2-1/2X5/16,6548,LRFD3,1.63,3,5.54
L,L3X2-1/2X7/16,4590,13th,2.21,3.00,7.60
L,L3X2-1/2X7/16,2605,14th,2.22,2.50,7.60
L,L3X2-1/2X7/16,534,15th,2.22,2.50,7.60
L,L3X2-1/2X7/16,6546,LRFD3,2.22,3,7.56
L,L3X2.5X0.4375,13923,ASD7,2.21,–,7.6
L,L3X2.5X0.4375,12837,ASD8,2.21,–,7.6
L,L3X2.5X0.4375,10530,ASD9,2.21,–,1.6
L,L3X2.5X0.4375,11512,LRFD1,2.21,–,7.6
L,L3X2X1/2,4595,13th,2.25,3.00,7.70
L,L3X2X1/2,2610,14th,2.26,2.00,7.70
L,L3X2X1/2,539,15th,2.26,2.00,7.70
L,L3X2X1/2,8464,LRFD2,2.2500,3.0000,7.7000
L,L3X2X1/2,6551,LRFD3,2.26,3,7.7
L,L3X2X1/4,4598,13th,1.19,3.00,4.10
L,L3X2X1/4,2613,14th,1.20,2.00,4.10
L,L3X2X1/4,542,15th,1.20,2.00,4.10
L,L3X2X1/4,8467,LRFD2,1.1900,3.0000,4.1000
L,L3X2X1/4,6554,LRFD3,1.2,3,4.09
L,L3X2X3/16,4599,13th,0.902,3.00,3.07
L,L3X2X3/16,2614,14th,0.917,2.00,3.07
L,L3X2X3/16,543,15th,0.917,2.00,3.07
L,L3X2X3/16,8468,LRFD2,0.9020,3.0000,3.0700
L,L3X2X3/16,6555,LRFD3,0.917,3,3.12
L,L3X2X3/8,4596,13th,1.73,3.00,5.90
L,L3X2X3/8,2611,14th,1.75,2.00,5.90
L,L3X2X3/8,540,15th,1.75,2.00,5.90
L,L3X2X3/8,8465,LRFD2,1.7300,3.0000,5.9000
L,L3X2X3/8,6552,LRFD3,1.75,3,5.95
L,L3X2X5/16,4597,13th,1.46,3.00,5.00
L,L3X2X5/16,2612,14th,1.48,2.00,5.00
L,L3X2X5/16,541,15th,1.48,2.00,5.00
L,L3X2X5/16,8466,LRFD2,1.4600,3.0000,5.0000
L,L3X2X5/16,6553,LRFD3,1.48,3,5.03
L,L3X3,15657,ASD5,2.75,–,9.4
L,L3X3,15658,ASD5,2.43,–,8.3
L,L3X3,15659,ASD5,2.11,–,7.2
L,L3X3,15660,ASD5,1.78,–,6.1
L,L3X3,15661,ASD5,1.44,–,4.9
L,L3X3,15662,ASD5,1.09,–,3.71
L,L3X3,14967,ASD6,2.75,–,9.4
L,L3X3,14968,ASD6,2.43,–,8.3
L,L3X3,14969,ASD6,2.11,–,7.2
L,L3X3,14970,ASD6,1.78,–,6.1
L,L3X3,14971,ASD6,1.44,–,4.9
L,L3X3,14972,ASD6,1.09,–,3.71
L,L4X3-1/2X1/2,4560,13th,3.50,4.00,11.9
L,L4X3-1/2X1/2,2575,14th,3.50,3.50,11.9
L,L4X3-1/2X1/2,504,15th,3.50,3.50,11.9
L,L4X3-1/2X1/2,8431,LRFD2,3.5000,4.0000,11.9000
L,L4X3-1/2X1/2,6516,LRFD3,3.5,4,11.9
L,L4X3-1/2X1/4,4563,13th,1.81,4.00,6.20
L,L4X3-1/2X1/4,2578,14th,1.82,3.50,6.20
L,L4X3-1/2X1/4,507,15th,1.82,3.50,6.20
L,L4X3-1/2X1/4,8434,LRFD2,1.8100,4.0000,6.2000
L,L4X3-1/2X1/4,6519,LRFD3,1.82,4,6.18
L,L4X3-1/2X3/8,4561,13th,2.67,4.00,9.10
L,L4X3-1/2X3/8,2576,14th,2.68,3.50,9.10
L,L4X3-1/2X3/8,505,15th,2.68,3.50,9.10
L,L4X3-1/2X3/8,8432,LRFD2,2.6700,4.0000,9.1000
L,L4X3-1/2X3/8,6517,LRFD3,2.68,4,9.1
L,L4X3-1/2X5/16,4562,13th,2.25,4.00,7.70
L,L4X3-1/2X5/16,2577,14th,2.25,3.50,7.70
L,L4X3-1/2X5/16,506,15th,2.25,3.50,7.70
L,L4X3-1/2X5/16,8433,LRFD2,2.2500,4.0000,7.7000
L,L4X3-1/2X5/16,6518,LRFD3,2.25,4,7.65
L,L4X3X1/2,4565,13th,3.25,4.00,11.1
L,L4X3X1/2,2580,14th,3.25,3.00,11.1
L,L4X3X1/2,509,15th,3.25,3.00,11.1
L,L4X3X1/2,8436,LRFD2,3.2500,4.0000,11.1000
L,L4X3X1/2,6521,LRFD3,3.25,4,11.1
L,L4X3X1/4,4568,13th,1.69,4.00,5.80
L,L4X3X1/4,2583,14th,1.69,3.00,5.80
L,L4X3X1/4,512,15th,1.69,3.00,5.80
L,L4X3X1/4,8440,LRFD2,1.6900,4.0000,5.8000
L,L4X3X1/4,6524,LRFD3,1.69,4,5.75
L,L4X3X3/8,4566,13th,2.48,4.00,8.50
L,L4X3X3/8,2581,14th,2.49,3.00,8.50
L,L4X3X3/8,510,15th,2.49,3.00,8.50
L,L4X3X3/8,8438,LRFD2,2.4800,4.0000,8.5000
L,L4X3X3/8,6522,LRFD3,2.49,4,8.47
L,L4X3X5/16,4567,13th,2.09,4.00,7.20
L,L4X3X5/16,2582,14th,2.09,3.00,7.20
L,L4X3X5/16,511,15th,2.09,3.00,7.20
L,L4X3X5/16,8439,LRFD2,2.0900,4.0000,7.2000
L,L4X3X5/16,6523,LRFD3,2.09,4,7.12
L,L4X3X5/8,4564,13th,3.98,4.00,13.6
L,L4X3X5/8,2579,14th,3.99,3.00,13.6
L,L4X3X5/8,508,15th,3.99,3.00,13.6
L,L4X3X5/8,8435,LRFD2,3.9800,4.0000,13.6000
L,L4X3X5/8,6520,LRFD3,3.99,4,13.6
L,L4X4,15645,ASD5,5.44,–,18.5
L,L4X4,15646,ASD5,4.61,–,15.7
L,L4X4,15647,ASD5,3.75,–,12.8
L,L4X4,15648,ASD5,3.31,–,11.3
L,L4X4,15649,ASD5,2.86,–,9.8
L,L4X4,15650,ASD5,2.40,–,8.2
L,L4X4,15651,ASD5,1.94,–,6.6
L,L4X4,14955,ASD6,5.44,–,18.5
L,L4X4,14956,ASD6,4.61,–,15.7
L,L4X4,14957,ASD6,3.75,–,12.8
L,L4X4,14958,ASD6,3.31,–,11.3
L,L4X4,14959,ASD6,2.86,–,9.8
L,L4X4,14960,ASD6,2.40,–,8.2
L,L4X4,14961,ASD6,1.94,–,6.6
L,L5X3-1/2X1/2,4544,13th,4.00,5.00,13.6
L,L5X3-1/2X1/2,2559,14th,4.00,3.50,13.6
L,L5X3-1/2X1/2,488,15th,4.00,3.50,13.6
L,L5X3-1/2X1/2,8415,LRFD2,4.0000,5.0000,13.6000
L,L5X3-1/2X1/2,6500,LRFD3,4,5,13.6
L,L5X3-1/2X1/4,4547,13th,2.06,5.00,7.00
L,L5X3-1/2X1/4,2562,14th,2.07,3.50,7.00
L,L5X3-1/2X1/4,491,15th,2.07,3.50,7.00
L,L5X3-1/2X1/4,8418,LRFD2,2.0600,5.0000,7.0000
L,L5X3-1/2X1/4,6503,LRFD3,2.07,5,7.03
L,L5X3-1/2X3/4,4542,13th,5.81,5.00,19.8
L,L5X3-1/2X3/4,2557,14th,5.85,3.50,19.8
L,L5X3-1/2X3/4,486,15th,5.85,3.50,19.8
L,L5X3-1/2X3/4,8413,LRFD2,5.8100,5.0000,19.8000
L,L5X3-1/2X3/4,6498,LRFD3,5.82,5,19.8
L,L5X3-1/2X3/8,4545,13th,3.05,5.00,10.4
L,L5X3-1/2X3/8,2560,14th,3.05,3.50,10.4
L,L5X3-1/2X3/8,489,15th,3.05,3.50,10.4
L,L5X3-1/2X3/8,8416,LRFD2,3.0500,5.0000,10.4000
L,L5X3-1/2X3/8,6501,LRFD3,3.05,5,10.4
L,L5X3-1/2X5/16,4546,13th,2.56,5.00,8.70
L,L5X3-1/2X5/16,2561,14th,2.56,3.50,8.70
L,L5X3-1/2X5/16,490,15th,2.56,3.50,8.70
L,L5X3-1/2X5/16,8417,LRFD2,2.5600,5.0000,8.7000
L,L5X3-1/2X5/16,6502,LRFD3,2.56,5,8.72
L,L5X3-1/2X5/8,4543,13th,4.92,5.00,16.8
L,L5X3-1/2X5/8,2558,14th,4.93,3.50,16.8
L,L5X3-1/2X5/8,487,15th,4.93,3.50,16.8
L,L5X3-1/2X5/8,8414,LRFD2,4.9200,5.0000,16.8000
L,L5X3-1/2X5/8,6499,LRFD3,4.93,5,16.8
L,L5X3X0.625,12790,ASD8,4.61,–,15.7
L,L5X3X0.625,10485,ASD9,4.61,–,1537.0
L,L5X3X0.625,11465,LRFD1,4.61,–,15.7
L,L5X3X1/2,4548,13th,3.75,5.00,12.8
L,L5X3X1/2,2563,14th,3.75,3.00,12.8
L,L5X3X1/2,492,15th,3.75,3.00,12.8
L,L5X3X1/2,8419,LRFD2,3.7500,5.0000,12.8000
L,L5X3X1/2,6504,LRFD3,3.75,5,12.8
L,L5X3X1/4,4552,13th,1.94,5.00,6.60
L,L5X3X1/4,2567,14th,1.94,3.00,6.60
L,L5X3X1/4,496,15th,1.94,3.00,6.60
L,L5X3X1/4,8423,LRFD2,1.9400,5.0000,6.6000
L,L5X3X1/4,6508,LRFD3,1.94,5,6.6
L,L5X3X3/8,4550,13th,2.86,5.00,9.80
L,L5X3X3/8,2565,14th,2.86,3.00,9.80
L,L5X3X3/8,494,15th,2.86,3.00,9.80
L,L5X3X3/8,8421,LRFD2,2.8600,5.0000,9.8000
L,L5X3X3/8,6506,LRFD3,2.86,5,9.74
L,L5X3X5/16,4551,13th,2.40,5.00,8.20
L,L5X3X5/16,2566,14th,2.41,3.00,8.20
L,L5X3X5/16,495,15th,2.41,3.00,8.20
L,L5X3X5/16,8422,LRFD2,2.4000,5.0000,8.2000
L,L5X3X5/16,6507,LRFD3,2.41,5,8.19
L,L5X3X7/16,4549,13th,3.31,5.00,11.3
L,L5X3X7/16,2564,14th,3.31,3.00,11.3
L,L5X3X7/16,493,15th,3.31,3.00,11.3
L,L5X3X7/16,8420,LRFD2,3.3100,5.0000,11.3000
L,L5X3X7/16,6505,LRFD3,3.31,5,11.3
L,L5X5,15638,ASD5,7.98,–,27.2
L,L5X5,15639,ASD5,6.94,–,23.6
L,L5X5,15640,ASD5,5.86,–,20.0
L,L5X5,15641,ASD5,4.75,–,16.2
L,L5X5,15642,ASD5,4.18,–,14.3
L,L5X5,15643,ASD5,3.61,–,12.3
L,L5X5,15644,ASD5,3.03,–,10.3
L,L5X5,14948,ASD6,7.98,–,27.2
L,L5X5,14949,ASD6,6.94,–,23.6
L,L5X5,14950,ASD6,5.86,–,20.0
L,L5X5,14951,ASD6,4.75,–,16.2
L,L5X5,14952,ASD6,4.18,–,14.3
L,L5X5,14953,ASD6,3.61,–,12.3
L,L5X5,14954,ASD6,3.03,–,10.3
L,L6X3-1/2X1/2,4532,13th,4.50,6.00,15.3
L,L6X3-1/2X1/2,2547,14th,4.50,3.50,15.3
L,L6X3-1/2X1/2,476,15th,4.50,3.50,15.3
L,L6X3-1/2X1/2,8403,LRFD2,4.5000,6.0000,15.3000
L,L6X3-1/2X1/2,6488,LRFD3,4.52,6,15.4
L,L6X3-1/2X3/8,4533,13th,3.42,6.00,11.7
L,L6X3-1/2X3/8,2548,14th,3.44,3.50,11.7
L,L6X3-1/2X3/8,477,15th,3.44,3.50,11.7
L,L6X3-1/2X3/8,8404,LRFD2,3.4200,6.0000,11.7000
L,L6X3-1/2X3/8,6489,LRFD3,3.44,6,11.7
L,L6X3-1/2X5/16,4534,13th,2.87,6.00,9.80
L,L6X3-1/2X5/16,2549,14th,2.89,3.50,9.80
L,L6X3-1/2X5/16,478,15th,2.89,3.50,9.80
L,L6X3-1/2X5/16,8405,LRFD2,2.8700,6.0000,9.8000
L,L6X3-1/2X5/16,6490,LRFD3,2.89,6,9.83
L,L6X4X1/2,4528,13th,4.75,6.00,16.2
L,L6X4X1/2,2543,14th,4.75,4.00,16.2
L,L6X4X1/2,472,15th,4.75,4.00,16.2
L,L6X4X1/2,8399,LRFD2,4.7500,6.0000,16.2000
L,L6X4X1/2,6484,LRFD3,4.75,6,16.2
L,L6X4X3/4,4525,13th,6.94,6.00,23.6
L,L6X4X3/4,2540,14th,6.94,4.00,23.6
L,L6X4X3/4,469,15th,6.94,4.00,23.6
L,L6X4X3/4,8396,LRFD2,6.9400,6.0000,23.6000
L,L6X4X3/4,6481,LRFD3,6.94,6,23.6
L,L6X4X3/8,4530,13th,3.61,6.00,12.3
L,L6X4X3/8,2545,14th,3.61,4.00,12.3
L,L6X4X3/8,474,15th,3.61,4.00,12.3
L,L6X4X3/8,8401,LRFD2,3.6100,6.0000,12.3000
L,L6X4X3/8,6486,LRFD3,3.61,6,12.3
L,L6X4X5/16,4531,13th,3.03,6.00,10.3
L,L6X4X5/16,2546,14th,3.03,4.00,10.3
L,L6X4X5/16,475,15th,3.03,4.00,10.3
L,L6X4X5/16,8402,LRFD2,3.0300,6.0000,10.3000
L,L6X4X5/16,6487,LRFD3,3.03,6,10.3
L,L6X4X5/8,4526,13th,5.86,6.00,20.0
L,L6X4X5/8,2541,14th,5.86,4.00,20.0
L,L6X4X5/8,470,15th,5.86,4.00,20.0
L,L6X4X5/8,8397,LRFD2,5.8600,6.0000,20.0000
L,L6X4X5/8,6482,LRFD3,5.86,6,19.9
L,L6X4X7/16,4529,13th,4.18,6.00,14.3
L,L6X4X7/16,2544,14th,4.18,4.00,14.3
L,L6X4X7/16,473,15th,4.18,4.00,14.3
L,L6X4X7/16,8400,LRFD2,4.1800,6.0000,14.3000
L,L6X4X7/16,6485,LRFD3,4.18,6,14.2
L,L6X4X7/8,4524,13th,7.98,6.00,27.2
L,L6X4X7/8,2539,14th,8.00,4.00,27.2
L,L6X4X7/8,468,15th,8.00,4.00,27.2
L,L6X4X7/8,8395,LRFD2,7.9800,6.0000,27.2000
L,L6X4X7/8,6480,LRFD3,7.98,6,27.2
L,L6X4X9/16,4527,13th,5.31,6.00,18.1
L,L6X4X9/16,2542,14th,5.31,4.00,18.1
L,L6X4X9/16,471,15th,5.31,4.00,18.1
L,L6X4X9/16,8398,LRFD2,5.3100,6.0000,18.1000
L,L6X4X9/16,6483,LRFD3,5.31,6,18.1
L,L6X6,15629,ASD5,11.00,–,37.4
L,L6X6,15630,ASD5,9.73,–,33.1
L,L6X6,15631,ASD5,8.44,–,28.7
L,L6X6,15632,ASD5,7.11,–,24.2
L,L6X6,15633,ASD5,6.43,–,21.9
L,L6X6,15634,ASD5,5.75,–,19.6
L,L6X6,15635,ASD5,5.06,–,17.2
L,L6X6,15636,ASD5,4.36,–,14.9
L,L6X6,15637,ASD5,3.66,–,12.5
L,L6X6,14939,ASD6,11.00,–,37.4
L,L6X6,14940,ASD6,9.73,–,33.1
L,L6X6,14941,ASD6,8.44,–,28.7
L,L6X6,14942,ASD6,7.11,–,24.2
L,L6X6,14943,ASD6,6.43,–,21.9
L,L6X6,14944,ASD6,5.75,–,19.6
L,L6X6,14945,ASD6,5.06,–,17.2
L,L6X6,14946,ASD6,4.36,–,14.9
L,L6X6,14947,ASD6,3.65,–,12.4
L,L7X4X1/2,4512,13th,5.25,7.00,17.9
L,L7X4X1/2,2527,14th,5.26,4.00,17.9
L,L7X4X1/2,456,15th,5.26,4.00,17.9
L,L7X4X1/2,8383,LRFD2,5.2500,7.0000,17.9000
L,L7X4X1/2,6468,LRFD3,5.26,7,17.9
L,L7X4X3/4,4510,13th,7.69,7.00,26.2
L,L7X4X3/4,2525,14th,7.74,4.00,26.2
L,L7X4X3/4,454,15th,7.74,4.00,26.2
L,L7X4X3/4,8381,LRFD2,7.6900,7.0000,26.2000
L,L7X4X3/4,6466,LRFD3,7.7,7,26.2
L,L7X4X3/8,4514,13th,3.98,7.00,13.6
L,L7X4X3/8,2529,14th,4.00,4.00,13.6
L,L7X4X3/8,458,15th,4.00,4.00,13.6
L,L7X4X3/8,8385,LRFD2,3.9800,7.0000,13.6000
L,L7X4X3/8,6470,LRFD3,4,7,13.6
L,L7X4X5/8,4511,13th,6.48,7.00,22.1
L,L7X4X5/8,2526,14th,6.50,4.00,22.1
L,L7X4X5/8,455,15th,6.50,4.00,22.1
L,L7X4X5/8,8382,LRFD2,6.4800,7.0000,22.1000
L,L7X4X5/8,6467,LRFD3,6.5,7,22.1
L,L7X4X7/16,4513,13th,4.62,7.00,15.7
L,L7X4X7/16,2528,14th,4.63,4.00,15.7
L,L7X4X7/16,457,15th,4.63,4.00,15.7
L,L7X4X7/16,8384,LRFD2,4.6200,7.0000,15.7000
L,L7X4X7/16,6469,LRFD3,4.63,7,15.8
L,L8X4X1,4503,13th,11.0,8.00,37.4
L,L8X4X1,2518,14th,11.1,4.00,37.4
L,L8X4X1,447,15th,11.1,4.00,37.4
L,L8X4X1,13861,ASD7,11.0,–,37.4
L,L8X4X1,12748,ASD8,11.0,–,37.4
L,L8X4X1,10443,ASD9,11.0,–,37.4
L,L8X4X1,11423,LRFD1,11.0,–,37.4
L,L8X4X1,8374,LRFD2,11.0000,8.0000,37.4000
L,L8X4X1,6459,LRFD3,11.1,8,37.6
L,L8X4X1/2,4508,13th,5.75,8.00,19.6
L,L8X4X1/2,2523,14th,5.80,4.00,19.6
L,L8X4X1/2,452,15th,5.80,4.00,19.6
L,L8X4X1/2,8379,LRFD2,5.7500,8.0000,19.6000
L,L8X4X1/2,6464,LRFD3,5.8,8,19.7
L,L8X4X3/4,4505,13th,8.44,8.00,28.7
L,L8X4X3/4,2520,14th,8.49,4.00,28.7
L,L8X4X3/4,449,15th,8.49,4.00,28.7
L,L8X4X3/4,8376,LRFD2,8.4400,8.0000,28.7000
L,L8X4X3/4,6461,LRFD3,8.49,8,28.9
L,L8X4X5/8,4506,13th,7.11,8.00,24.2
L,L8X4X5/8,2521,14th,7.16,4.00,24.2
L,L8X4X5/8,450,15th,7.16,4.00,24.2
L,L8X4X5/8,8377,LRFD2,7.1100,8.0000,24.2000
L,L8X4X5/8,6462,LRFD3,7.16,8,24.4
L,L8X4X7/16,4509,13th,5.06,8.00,17.2
L,L8X4X7/16,2524,14th,5.11,4.00,17.2
L,L8X4X7/16,453,15th,5.11,4.00,17.2
L,L8X4X7/16,8380,LRFD2,5.0600,8.0000,17.2000
L,L8X4X7/16,6465,LRFD3,5.11,8,17.4
L,L8X4X7/8,4504,13th,9.73,8.00,33.1
L,L8X4X7/8,2519,14th,9.79,4.00,33.1
L,L8X4X7/8,448,15th,9.79,4.00,33.1
L,L8X4X7/8,8375,LRFD2,9.7300,8.0000,33.1000
L,L8X4X7/8,6460,LRFD3,9.79,8,33.3
L,L8X4X9/16,4507,13th,6.43,8.00,21.9
L,L8X4X9/16,2522,14th,6.49,4.00,21.9
L,L8X4X9/16,451,15th,6.49,4.00,21.9
L,L8X4X9/16,8378,LRFD2,6.4300,8.0000,21.9000
L,L8X4X9/16,6463,LRFD3,6.49,8,22.1
L,L8X6X1,4496,13th,13.0,8.00,44.2
L,L8X6X1,2511,14th,13.1,6.00,44.2
L,L8X6X1,440,15th,13.1,6.00,44.2
L,L8X6X1,13854,ASD7,13.0,–,44.2
L,L8X6X1,12741,ASD8,13.0,–,44.2
L,L8X6X1,10436,ASD9,13.0,–,44.2
L,L8X6X1,11416,LRFD1,13.0,–,44.2
L,L8X6X1,8367,LRFD2,13.0000,8.0000,44.2000
L,L8X6X1,6452,LRFD3,13.1,8,44.4
L,L8X6X1/2,4501,13th,6.75,8.00,23.0
L,L8X6X1/2,2516,14th,6.80,6.00,23.0
L,L8X6X1/2,445,15th,6.80,6.00,23.0
L,L8X6X1/2,8372,LRFD2,6.7500,8.0000,23.0000
L,L8X6X1/2,6457,LRFD3,6.8,8,23.2
L,L8X6X3/4,4498,13th,9.94,8.00,33.8
L,L8X6X3/4,2513,14th,9.99,6.00,33.8
L,L8X6X3/4,442,15th,9.99,6.00,33.8
L,L8X6X3/4,8369,LRFD2,9.9400,8.0000,33.8000
L,L8X6X3/4,6454,LRFD3,9.99,8,34
L,L8X6X5/8,4499,13th,8.36,8.00,28.5
L,L8X6X5/8,2514,14th,8.41,6.00,28.5
L,L8X6X5/8,443,15th,8.41,6.00,28.5
L,L8X6X5/8,8370,LRFD2,8.3600,8.0000,28.5000
L,L8X6X5/8,6455,LRFD3,8.41,8,28.6
L,L8X6X7/16,4502,13th,5.93,8.00,20.2
L,L8X6X7/16,2517,14th,5.99,6.00,20.2
L,L8X6X7/16,446,15th,5.99,6.00,20.2
L,L8X6X7/16,8373,LRFD2,5.9300,8.0000,20.2000
L,L8X6X7/16,6458,LRFD3,5.99,8,20.4
L,L8X6X7/8,4497,13th,11.5,8.00,39.1
L,L8X6X7/8,2512,14th,11.5,6.00,39.1
L,L8X6X7/8,441,15th,11.5,6.00,39.1
L,L8X6X7/8,8368,LRFD2,11.5000,8.0000,39.1000
L,L8X6X7/8,6453,LRFD3,11.5,8,39.3
L,L8X6X9/16,4500,13th,7.56,8.00,25.7
L,L8X6X9/16,2515,14th,7.61,6.00,25.7
L,L8X6X9/16,444,15th,7.61,6.00,25.7
L,L8X6X9/16,8371,LRFD2,7.5600,8.0000,25.7000
L,L8X6X9/16,6456,LRFD3,7.61,8,25.9
L,L8X8,15622,ASD5,16.73,–,56.9
L,L8X8,15623,ASD5,15.00,–,51.0
L,L8X8,15624,ASD5,13.23,–,45.0
L,L8X8,15625,ASD5,11.44,–,38.9
L,L8X8,15626,ASD5,9.61,–,32.7
L,L8X8,15627,ASD5,8.68,–,29.6
L,L8X8,15628,ASD5,7.75,–,26.4
L,L8X8,14932,ASD6,16.73,–,56.9
L,L8X8,14933,ASD6,15.00,–,51.0
L,L8X8,14934,ASD6,13.23,–,45.0
L,L8X8,14935,ASD6,11.44,–,38.9
L,L8X8,14936,ASD6,9.61,–,32.7
L,L8X8,14937,ASD6,8.68,–,29.6
L,L8X8,14938,ASD6,7.75,–,26.4
L,L8X8X1,4490,13th,15.0,8.00,51.0
L,L8X8X1,2505,14th,15.1,8.00,51.0
L,L8X8X1,434,15th,15.1,8.00,51.0
L,L8X8X1,13951,ASD7,15.0,–,51.0
L,L8X8X1,12735,ASD8,15.0,–,51.0
L,L8X8X1,10430,ASD9,15.0,–,51.0
L,L8X8X1,11410,LRFD1,15.0,–,21.0
